degree	coefficient	variables
4	4	x_1_4,x_3_1,x_3_2,x_3_4
4	4	x_1_4,x_3_1,x_3_3,x_3_4
4	4	x_1_4,x_3_2,x_3_3,x_3_4
4	2	x_1_4,x_4_1,x_4_2,x_4_3
4	4	x_1_4,x_4_1,x_4_2,x_4_4
4	4	x_1_4,x_4_1,x_4_3,x_4_4
4	4	x_1_4,x_4_2,x_4_3,x_4_4
4	2	x_1_4,x_5_1,x_5_2,x_5_3
4	4	x_1_4,x_5_1,x_5_2,x_5_4
4	4	x_1_4,x_5_1,x_5_3,x_5_4
4	4	x_1_4,x_5_2,x_5_3,x_5_4
4	10	x_2_0,x_2_1,x_2_2,x_2_3
4	10	x_2_0,x_2_1,x_2_2,x_2_4
4	10	x_2_0,x_2_1,x_2_2,x_3_0
4	10	x_2_0,x_2_1,x_2_2,x_3_1
4	-10	x_2_0,x_2_1,x_2_2,x_3_2
4	-10	x_2_0,x_2_1,x_2_2,x_3_4
4	10	x_2_0,x_2_1,x_2_3,x_2_4
4	10	x_2_0,x_2_1,x_2_3,x_3_0
4	10	x_2_0,x_2_1,x_2_3,x_3_1
4	-10	x_2_0,x_2_1,x_2_3,x_3_2
4	-10	x_2_0,x_2_1,x_2_3,x_3_3
4	-10	x_2_0,x_2_1,x_2_3,x_3_4
4	10	x_2_0,x_2_1,x_2_4,x_3_0
4	10	x_2_0,x_2_1,x_2_4,x_3_1
4	-10	x_2_0,x_2_1,x_2_4,x_3_2
4	-10	x_2_0,x_2_1,x_2_4,x_3_3
4	-10	x_2_0,x_2_1,x_2_4,x_3_4
4	20	x_2_0,x_2_1,x_3_0,x_3_1
4	10	x_2_0,x_2_1,x_3_1,x_3_2
4	10	x_2_0,x_2_1,x_3_1,x_3_3
4	10	x_2_0,x_2_1,x_3_1,x_3_4
4	-10	x_2_0,x_2_1,x_3_2,x_3_3
4	-20	x_2_0,x_2_1,x_3_2,x_3_4
4	-20	x_2_0,x_2_1,x_3_3,x_3_4
4	10	x_2_0,x_2_2,x_2_3,x_3_1
4	10	x_2_0,x_2_2,x_2_4,x_3_1
4	20	x_2_0,x_2_2,x_3_1,x_3_2
4	10	x_2_0,x_2_2,x_3_1,x_3_3
4	10	x_2_0,x_2_2,x_3_1,x_3_4
4	10	x_2_0,x_2_3,x_2_4,x_3_1
4	10	x_2_0,x_2_3,x_3_1,x_3_2
4	20	x_2_0,x_2_3,x_3_1,x_3_3
4	10	x_2_0,x_2_3,x_3_1,x_3_4
4	10	x_2_0,x_2_4,x_3_1,x_3_2
4	10	x_2_0,x_2_4,x_3_1,x_3_3
4	20	x_2_0,x_2_4,x_3_1,x_3_4
4	10	x_2_0,x_3_0,x_3_1,x_3_2
4	10	x_2_0,x_3_0,x_3_1,x_3_3
4	10	x_2_0,x_3_0,x_3_1,x_3_4
4	10	x_2_0,x_3_1,x_3_2,x_3_3
4	10	x_2_0,x_3_1,x_3_2,x_3_4
4	10	x_2_0,x_3_1,x_3_3,x_3_4
4	17.599999999999994	x_2_1,x_2_2,x_2_3,x_2_4
4	14	x_2_1,x_2_2,x_2_3,x_3_1
4	-6	x_2_1,x_2_2,x_2_3,x_3_2
4	4	x_2_1,x_2_2,x_2_3,x_3_3
4	-18	x_2_1,x_2_2,x_2_3,x_3_4
4	4	x_2_1,x_2_2,x_2_3,x_4_1
4	4	x_2_1,x_2_2,x_2_3,x_4_2
4	4	x_2_1,x_2_2,x_2_3,x_4_3
4	2	x_2_1,x_2_2,x_2_3,x_4_4
4	4	x_2_1,x_2_2,x_2_3,x_5_1
4	4	x_2_1,x_2_2,x_2_3,x_5_2
4	4	x_2_1,x_2_2,x_2_3,x_5_3
4	2	x_2_1,x_2_2,x_2_3,x_5_4
4	14	x_2_1,x_2_2,x_2_4,x_3_1
4	-6	x_2_1,x_2_2,x_2_4,x_3_2
4	2	x_2_1,x_2_2,x_2_4,x_3_3
4	-6	x_2_1,x_2_2,x_2_4,x_3_4
4	4	x_2_1,x_2_2,x_2_4,x_4_1
4	4	x_2_1,x_2_2,x_2_4,x_4_2
4	2	x_2_1,x_2_2,x_2_4,x_4_3
4	4	x_2_1,x_2_2,x_2_4,x_4_4
4	4	x_2_1,x_2_2,x_2_4,x_5_1
4	4	x_2_1,x_2_2,x_2_4,x_5_2
4	2	x_2_1,x_2_2,x_2_4,x_5_3
4	4	x_2_1,x_2_2,x_2_4,x_5_4
4	10	x_2_1,x_2_2,x_3_0,x_3_1
4	-10	x_2_1,x_2_2,x_3_0,x_3_2
4	-10	x_2_1,x_2_2,x_3_0,x_3_4
4	28	x_2_1,x_2_2,x_3_1,x_3_2
4	24	x_2_1,x_2_2,x_3_1,x_3_3
4	14	x_2_1,x_2_2,x_3_1,x_3_4
4	4	x_2_1,x_2_2,x_3_2,x_3_3
4	-16	x_2_1,x_2_2,x_3_2,x_3_4
4	-8	x_2_1,x_2_2,x_3_3,x_3_4
4	8	x_2_1,x_2_2,x_4_1,x_4_2
4	4	x_2_1,x_2_2,x_4_1,x_4_3
4	4	x_2_1,x_2_2,x_4_1,x_4_4
4	4	x_2_1,x_2_2,x_4_2,x_4_3
4	4	x_2_1,x_2_2,x_4_2,x_4_4
4	2	x_2_1,x_2_2,x_4_3,x_4_4
4	8	x_2_1,x_2_2,x_5_1,x_5_2
4	4	x_2_1,x_2_2,x_5_1,x_5_3
4	4	x_2_1,x_2_2,x_5_1,x_5_4
4	4	x_2_1,x_2_2,x_5_2,x_5_3
4	4	x_2_1,x_2_2,x_5_2,x_5_4
4	2	x_2_1,x_2_2,x_5_3,x_5_4
4	14	x_2_1,x_2_3,x_2_4,x_3_1
4	-8	x_2_1,x_2_3,x_2_4,x_3_2
4	-6	x_2_1,x_2_3,x_2_4,x_3_3
4	-6	x_2_1,x_2_3,x_2_4,x_3_4
4	4	x_2_1,x_2_3,x_2_4,x_4_1
4	2	x_2_1,x_2_3,x_2_4,x_4_2
4	4	x_2_1,x_2_3,x_2_4,x_4_3
4	4	x_2_1,x_2_3,x_2_4,x_4_4
4	4	x_2_1,x_2_3,x_2_4,x_5_1
4	2	x_2_1,x_2_3,x_2_4,x_5_2
4	4	x_2_1,x_2_3,x_2_4,x_5_3
4	4	x_2_1,x_2_3,x_2_4,x_5_4
4	10	x_2_1,x_2_3,x_3_0,x_3_1
4	-10	x_2_1,x_2_3,x_3_0,x_3_2
4	-10	x_2_1,x_2_3,x_3_0,x_3_3
4	-10	x_2_1,x_2_3,x_3_0,x_3_4
4	14	x_2_1,x_2_3,x_3_1,x_3_2
4	28	x_2_1,x_2_3,x_3_1,x_3_3
4	14	x_2_1,x_2_3,x_3_1,x_3_4
4	-16	x_2_1,x_2_3,x_3_2,x_3_3
4	-18	x_2_1,x_2_3,x_3_2,x_3_4
4	-16	x_2_1,x_2_3,x_3_3,x_3_4
4	4	x_2_1,x_2_3,x_4_1,x_4_2
4	8	x_2_1,x_2_3,x_4_1,x_4_3
4	4	x_2_1,x_2_3,x_4_1,x_4_4
4	4	x_2_1,x_2_3,x_4_2,x_4_3
4	2	x_2_1,x_2_3,x_4_2,x_4_4
4	4	x_2_1,x_2_3,x_4_3,x_4_4
4	4	x_2_1,x_2_3,x_5_1,x_5_2
4	8	x_2_1,x_2_3,x_5_1,x_5_3
4	4	x_2_1,x_2_3,x_5_1,x_5_4
4	4	x_2_1,x_2_3,x_5_2,x_5_3
4	2	x_2_1,x_2_3,x_5_2,x_5_4
4	4	x_2_1,x_2_3,x_5_3,x_5_4
4	10	x_2_1,x_2_4,x_3_0,x_3_1
4	-10	x_2_1,x_2_4,x_3_0,x_3_2
4	-10	x_2_1,x_2_4,x_3_0,x_3_3
4	-10	x_2_1,x_2_4,x_3_0,x_3_4
4	14	x_2_1,x_2_4,x_3_1,x_3_2
4	14	x_2_1,x_2_4,x_3_1,x_3_3
4	28	x_2_1,x_2_4,x_3_1,x_3_4
4	-8	x_2_1,x_2_4,x_3_2,x_3_3
4	-16	x_2_1,x_2_4,x_3_2,x_3_4
4	-16	x_2_1,x_2_4,x_3_3,x_3_4
4	4	x_2_1,x_2_4,x_4_1,x_4_2
4	4	x_2_1,x_2_4,x_4_1,x_4_3
4	8	x_2_1,x_2_4,x_4_1,x_4_4
4	2	x_2_1,x_2_4,x_4_2,x_4_3
4	4	x_2_1,x_2_4,x_4_2,x_4_4
4	4	x_2_1,x_2_4,x_4_3,x_4_4
4	4	x_2_1,x_2_4,x_5_1,x_5_2
4	4	x_2_1,x_2_4,x_5_1,x_5_3
4	8	x_2_1,x_2_4,x_5_1,x_5_4
4	2	x_2_1,x_2_4,x_5_2,x_5_3
4	4	x_2_1,x_2_4,x_5_2,x_5_4
4	4	x_2_1,x_2_4,x_5_3,x_5_4
4	10	x_2_1,x_3_0,x_3_1,x_3_2
4	10	x_2_1,x_3_0,x_3_1,x_3_3
4	10	x_2_1,x_3_0,x_3_1,x_3_4
4	-10	x_2_1,x_3_0,x_3_2,x_3_3
4	-20	x_2_1,x_3_0,x_3_2,x_3_4
4	-20	x_2_1,x_3_0,x_3_3,x_3_4
4	14	x_2_1,x_3_1,x_3_2,x_3_3
4	14	x_2_1,x_3_1,x_3_2,x_3_4
4	14	x_2_1,x_3_1,x_3_3,x_3_4
4	-18	x_2_1,x_3_2,x_3_3,x_3_4
4	4	x_2_1,x_4_1,x_4_2,x_4_3
4	4	x_2_1,x_4_1,x_4_2,x_4_4
4	4	x_2_1,x_4_1,x_4_3,x_4_4
4	2	x_2_1,x_4_2,x_4_3,x_4_4
4	4	x_2_1,x_5_1,x_5_2,x_5_3
4	4	x_2_1,x_5_1,x_5_2,x_5_4
4	4	x_2_1,x_5_1,x_5_3,x_5_4
4	2	x_2_1,x_5_2,x_5_3,x_5_4
4	12	x_2_2,x_2_3,x_2_4,x_3_1
4	4	x_2_2,x_2_3,x_2_4,x_3_2
4	4	x_2_2,x_2_3,x_2_4,x_3_3
4	4	x_2_2,x_2_3,x_2_4,x_3_4
4	2	x_2_2,x_2_3,x_2_4,x_4_1
4	4	x_2_2,x_2_3,x_2_4,x_4_2
4	4	x_2_2,x_2_3,x_2_4,x_4_3
4	4	x_2_2,x_2_3,x_2_4,x_4_4
4	2	x_2_2,x_2_3,x_2_4,x_5_1
4	4	x_2_2,x_2_3,x_2_4,x_5_2
4	4	x_2_2,x_2_3,x_2_4,x_5_3
4	4	x_2_2,x_2_3,x_2_4,x_5_4
4	10	x_2_2,x_2_3,x_3_0,x_3_1
4	24	x_2_2,x_2_3,x_3_1,x_3_2
4	24	x_2_2,x_2_3,x_3_1,x_3_3
4	12	x_2_2,x_2_3,x_3_1,x_3_4
4	8	x_2_2,x_2_3,x_3_2,x_3_3
4	4	x_2_2,x_2_3,x_3_2,x_3_4
4	4	x_2_2,x_2_3,x_3_3,x_3_4
4	4	x_2_2,x_2_3,x_4_1,x_4_2
4	4	x_2_2,x_2_3,x_4_1,x_4_3
4	2	x_2_2,x_2_3,x_4_1,x_4_4
4	8	x_2_2,x_2_3,x_4_2,x_4_3
4	4	x_2_2,x_2_3,x_4_2,x_4_4
4	4	x_2_2,x_2_3,x_4_3,x_4_4
4	4	x_2_2,x_2_3,x_5_1,x_5_2
4	4	x_2_2,x_2_3,x_5_1,x_5_3
4	2	x_2_2,x_2_3,x_5_1,x_5_4
4	8	x_2_2,x_2_3,x_5_2,x_5_3
4	4	x_2_2,x_2_3,x_5_2,x_5_4
4	4	x_2_2,x_2_3,x_5_3,x_5_4
4	10	x_2_2,x_2_4,x_3_0,x_3_1
4	24	x_2_2,x_2_4,x_3_1,x_3_2
4	12	x_2_2,x_2_4,x_3_1,x_3_3
4	24	x_2_2,x_2_4,x_3_1,x_3_4
4	4	x_2_2,x_2_4,x_3_2,x_3_3
4	6	x_2_2,x_2_4,x_3_2,x_3_4
4	4	x_2_2,x_2_4,x_3_3,x_3_4
4	4	x_2_2,x_2_4,x_4_1,x_4_2
4	2	x_2_2,x_2_4,x_4_1,x_4_3
4	4	x_2_2,x_2_4,x_4_1,x_4_4
4	4	x_2_2,x_2_4,x_4_2,x_4_3
4	6	x_2_2,x_2_4,x_4_2,x_4_4
4	4	x_2_2,x_2_4,x_4_3,x_4_4
4	4	x_2_2,x_2_4,x_5_1,x_5_2
4	2	x_2_2,x_2_4,x_5_1,x_5_3
4	4	x_2_2,x_2_4,x_5_1,x_5_4
4	4	x_2_2,x_2_4,x_5_2,x_5_3
4	6	x_2_2,x_2_4,x_5_2,x_5_4
4	4	x_2_2,x_2_4,x_5_3,x_5_4
4	20	x_2_2,x_3_0,x_3_1,x_3_2
4	10	x_2_2,x_3_0,x_3_1,x_3_3
4	10	x_2_2,x_3_0,x_3_1,x_3_4
4	24	x_2_2,x_3_1,x_3_2,x_3_3
4	24	x_2_2,x_3_1,x_3_2,x_3_4
4	12	x_2_2,x_3_1,x_3_3,x_3_4
4	4	x_2_2,x_3_2,x_3_3,x_3_4
4	4	x_2_2,x_4_1,x_4_2,x_4_3
4	4	x_2_2,x_4_1,x_4_2,x_4_4
4	2	x_2_2,x_4_1,x_4_3,x_4_4
4	4	x_2_2,x_4_2,x_4_3,x_4_4
4	4	x_2_2,x_5_1,x_5_2,x_5_3
4	4	x_2_2,x_5_1,x_5_2,x_5_4
4	2	x_2_2,x_5_1,x_5_3,x_5_4
4	4	x_2_2,x_5_2,x_5_3,x_5_4
4	10	x_2_3,x_2_4,x_3_0,x_3_1
4	12	x_2_3,x_2_4,x_3_1,x_3_2
4	24	x_2_3,x_2_4,x_3_1,x_3_3
4	24	x_2_3,x_2_4,x_3_1,x_3_4
4	4	x_2_3,x_2_4,x_3_2,x_3_3
4	4	x_2_3,x_2_4,x_3_2,x_3_4
4	6	x_2_3,x_2_4,x_3_3,x_3_4
4	2	x_2_3,x_2_4,x_4_1,x_4_2
4	4	x_2_3,x_2_4,x_4_1,x_4_3
4	4	x_2_3,x_2_4,x_4_1,x_4_4
4	4	x_2_3,x_2_4,x_4_2,x_4_3
4	4	x_2_3,x_2_4,x_4_2,x_4_4
4	6	x_2_3,x_2_4,x_4_3,x_4_4
4	2	x_2_3,x_2_4,x_5_1,x_5_2
4	4	x_2_3,x_2_4,x_5_1,x_5_3
4	4	x_2_3,x_2_4,x_5_1,x_5_4
4	4	x_2_3,x_2_4,x_5_2,x_5_3
4	4	x_2_3,x_2_4,x_5_2,x_5_4
4	6	x_2_3,x_2_4,x_5_3,x_5_4
4	10	x_2_3,x_3_0,x_3_1,x_3_2
4	20	x_2_3,x_3_0,x_3_1,x_3_3
4	10	x_2_3,x_3_0,x_3_1,x_3_4
4	24	x_2_3,x_3_1,x_3_2,x_3_3
4	12	x_2_3,x_3_1,x_3_2,x_3_4
4	24	x_2_3,x_3_1,x_3_3,x_3_4
4	4	x_2_3,x_3_2,x_3_3,x_3_4
4	4	x_2_3,x_4_1,x_4_2,x_4_3
4	2	x_2_3,x_4_1,x_4_2,x_4_4
4	4	x_2_3,x_4_1,x_4_3,x_4_4
4	4	x_2_3,x_4_2,x_4_3,x_4_4
4	4	x_2_3,x_5_1,x_5_2,x_5_3
4	2	x_2_3,x_5_1,x_5_2,x_5_4
4	4	x_2_3,x_5_1,x_5_3,x_5_4
4	4	x_2_3,x_5_2,x_5_3,x_5_4
4	10	x_2_4,x_3_0,x_3_1,x_3_2
4	10	x_2_4,x_3_0,x_3_1,x_3_3
4	20	x_2_4,x_3_0,x_3_1,x_3_4
4	12	x_2_4,x_3_1,x_3_2,x_3_3
4	24	x_2_4,x_3_1,x_3_2,x_3_4
4	24	x_2_4,x_3_1,x_3_3,x_3_4
4	4	x_2_4,x_3_2,x_3_3,x_3_4
4	2	x_2_4,x_4_1,x_4_2,x_4_3
4	4	x_2_4,x_4_1,x_4_2,x_4_4
4	4	x_2_4,x_4_1,x_4_3,x_4_4
4	4	x_2_4,x_4_2,x_4_3,x_4_4
4	2	x_2_4,x_5_1,x_5_2,x_5_3
4	4	x_2_4,x_5_1,x_5_2,x_5_4
4	4	x_2_4,x_5_1,x_5_3,x_5_4
4	4	x_2_4,x_5_2,x_5_3,x_5_4
4	10	x_3_0,x_3_1,x_3_2,x_3_3
4	10	x_3_0,x_3_1,x_3_2,x_3_4
4	10	x_3_0,x_3_1,x_3_2,x_4_0
4	10	x_3_0,x_3_1,x_3_2,x_4_1
4	-10	x_3_0,x_3_1,x_3_2,x_4_2
4	-10	x_3_0,x_3_1,x_3_2,x_4_4
4	10	x_3_0,x_3_1,x_3_3,x_3_4
4	10	x_3_0,x_3_1,x_3_3,x_4_0
4	10	x_3_0,x_3_1,x_3_3,x_4_1
4	-10	x_3_0,x_3_1,x_3_3,x_4_2
4	-10	x_3_0,x_3_1,x_3_3,x_4_3
4	-10	x_3_0,x_3_1,x_3_3,x_4_4
4	10	x_3_0,x_3_1,x_3_4,x_4_0
4	10	x_3_0,x_3_1,x_3_4,x_4_1
4	-10	x_3_0,x_3_1,x_3_4,x_4_2
4	-10	x_3_0,x_3_1,x_3_4,x_4_3
4	-10	x_3_0,x_3_1,x_3_4,x_4_4
4	20	x_3_0,x_3_1,x_4_0,x_4_1
4	10	x_3_0,x_3_1,x_4_1,x_4_2
4	10	x_3_0,x_3_1,x_4_1,x_4_3
4	10	x_3_0,x_3_1,x_4_1,x_4_4
4	-10	x_3_0,x_3_1,x_4_2,x_4_3
4	-20	x_3_0,x_3_1,x_4_2,x_4_4
4	-20	x_3_0,x_3_1,x_4_3,x_4_4
4	10	x_3_0,x_3_2,x_3_3,x_4_1
4	10	x_3_0,x_3_2,x_3_4,x_4_1
4	20	x_3_0,x_3_2,x_4_1,x_4_2
4	10	x_3_0,x_3_2,x_4_1,x_4_3
4	10	x_3_0,x_3_2,x_4_1,x_4_4
4	10	x_3_0,x_3_3,x_3_4,x_4_1
4	10	x_3_0,x_3_3,x_4_1,x_4_2
4	20	x_3_0,x_3_3,x_4_1,x_4_3
4	10	x_3_0,x_3_3,x_4_1,x_4_4
4	10	x_3_0,x_3_4,x_4_1,x_4_2
4	10	x_3_0,x_3_4,x_4_1,x_4_3
4	20	x_3_0,x_3_4,x_4_1,x_4_4
4	10	x_3_0,x_4_0,x_4_1,x_4_2
4	10	x_3_0,x_4_0,x_4_1,x_4_3
4	10	x_3_0,x_4_0,x_4_1,x_4_4
4	10	x_3_0,x_4_1,x_4_2,x_4_3
4	10	x_3_0,x_4_1,x_4_2,x_4_4
4	10	x_3_0,x_4_1,x_4_3,x_4_4
4	17.599999999999994	x_3_1,x_3_2,x_3_3,x_3_4
4	14	x_3_1,x_3_2,x_3_3,x_4_1
4	-6	x_3_1,x_3_2,x_3_3,x_4_2
4	4	x_3_1,x_3_2,x_3_3,x_4_3
4	-18	x_3_1,x_3_2,x_3_3,x_4_4
4	4	x_3_1,x_3_2,x_3_3,x_5_1
4	4	x_3_1,x_3_2,x_3_3,x_5_2
4	4	x_3_1,x_3_2,x_3_3,x_5_3
4	2	x_3_1,x_3_2,x_3_3,x_5_4
4	14	x_3_1,x_3_2,x_3_4,x_4_1
4	-6	x_3_1,x_3_2,x_3_4,x_4_2
4	2	x_3_1,x_3_2,x_3_4,x_4_3
4	-6	x_3_1,x_3_2,x_3_4,x_4_4
4	4	x_3_1,x_3_2,x_3_4,x_5_1
4	4	x_3_1,x_3_2,x_3_4,x_5_2
4	2	x_3_1,x_3_2,x_3_4,x_5_3
4	4	x_3_1,x_3_2,x_3_4,x_5_4
4	10	x_3_1,x_3_2,x_4_0,x_4_1
4	-10	x_3_1,x_3_2,x_4_0,x_4_2
4	-10	x_3_1,x_3_2,x_4_0,x_4_4
4	28	x_3_1,x_3_2,x_4_1,x_4_2
4	24	x_3_1,x_3_2,x_4_1,x_4_3
4	14	x_3_1,x_3_2,x_4_1,x_4_4
4	4	x_3_1,x_3_2,x_4_2,x_4_3
4	-16	x_3_1,x_3_2,x_4_2,x_4_4
4	-8	x_3_1,x_3_2,x_4_3,x_4_4
4	8	x_3_1,x_3_2,x_5_1,x_5_2
4	4	x_3_1,x_3_2,x_5_1,x_5_3
4	4	x_3_1,x_3_2,x_5_1,x_5_4
4	4	x_3_1,x_3_2,x_5_2,x_5_3
4	4	x_3_1,x_3_2,x_5_2,x_5_4
4	2	x_3_1,x_3_2,x_5_3,x_5_4
4	14	x_3_1,x_3_3,x_3_4,x_4_1
4	-8	x_3_1,x_3_3,x_3_4,x_4_2
4	-6	x_3_1,x_3_3,x_3_4,x_4_3
4	-6	x_3_1,x_3_3,x_3_4,x_4_4
4	4	x_3_1,x_3_3,x_3_4,x_5_1
4	2	x_3_1,x_3_3,x_3_4,x_5_2
4	4	x_3_1,x_3_3,x_3_4,x_5_3
4	4	x_3_1,x_3_3,x_3_4,x_5_4
4	10	x_3_1,x_3_3,x_4_0,x_4_1
4	-10	x_3_1,x_3_3,x_4_0,x_4_2
4	-10	x_3_1,x_3_3,x_4_0,x_4_3
4	-10	x_3_1,x_3_3,x_4_0,x_4_4
4	14	x_3_1,x_3_3,x_4_1,x_4_2
4	28	x_3_1,x_3_3,x_4_1,x_4_3
4	14	x_3_1,x_3_3,x_4_1,x_4_4
4	-16	x_3_1,x_3_3,x_4_2,x_4_3
4	-18	x_3_1,x_3_3,x_4_2,x_4_4
4	-16	x_3_1,x_3_3,x_4_3,x_4_4
4	4	x_3_1,x_3_3,x_5_1,x_5_2
4	8	x_3_1,x_3_3,x_5_1,x_5_3
4	4	x_3_1,x_3_3,x_5_1,x_5_4
4	4	x_3_1,x_3_3,x_5_2,x_5_3
4	2	x_3_1,x_3_3,x_5_2,x_5_4
4	4	x_3_1,x_3_3,x_5_3,x_5_4
4	10	x_3_1,x_3_4,x_4_0,x_4_1
4	-10	x_3_1,x_3_4,x_4_0,x_4_2
4	-10	x_3_1,x_3_4,x_4_0,x_4_3
4	-10	x_3_1,x_3_4,x_4_0,x_4_4
4	14	x_3_1,x_3_4,x_4_1,x_4_2
4	14	x_3_1,x_3_4,x_4_1,x_4_3
4	28	x_3_1,x_3_4,x_4_1,x_4_4
4	-8	x_3_1,x_3_4,x_4_2,x_4_3
4	-16	x_3_1,x_3_4,x_4_2,x_4_4
4	-16	x_3_1,x_3_4,x_4_3,x_4_4
4	4	x_3_1,x_3_4,x_5_1,x_5_2
4	4	x_3_1,x_3_4,x_5_1,x_5_3
4	8	x_3_1,x_3_4,x_5_1,x_5_4
4	2	x_3_1,x_3_4,x_5_2,x_5_3
4	4	x_3_1,x_3_4,x_5_2,x_5_4
4	4	x_3_1,x_3_4,x_5_3,x_5_4
4	10	x_3_1,x_4_0,x_4_1,x_4_2
4	10	x_3_1,x_4_0,x_4_1,x_4_3
4	10	x_3_1,x_4_0,x_4_1,x_4_4
4	-10	x_3_1,x_4_0,x_4_2,x_4_3
4	-20	x_3_1,x_4_0,x_4_2,x_4_4
4	-20	x_3_1,x_4_0,x_4_3,x_4_4
4	14	x_3_1,x_4_1,x_4_2,x_4_3
4	14	x_3_1,x_4_1,x_4_2,x_4_4
4	14	x_3_1,x_4_1,x_4_3,x_4_4
4	-18	x_3_1,x_4_2,x_4_3,x_4_4
4	4	x_3_1,x_5_1,x_5_2,x_5_3
4	4	x_3_1,x_5_1,x_5_2,x_5_4
4	4	x_3_1,x_5_1,x_5_3,x_5_4
4	2	x_3_1,x_5_2,x_5_3,x_5_4
4	12	x_3_2,x_3_3,x_3_4,x_4_1
4	4	x_3_2,x_3_3,x_3_4,x_4_2
4	4	x_3_2,x_3_3,x_3_4,x_4_3
4	4	x_3_2,x_3_3,x_3_4,x_4_4
4	2	x_3_2,x_3_3,x_3_4,x_5_1
4	4	x_3_2,x_3_3,x_3_4,x_5_2
4	4	x_3_2,x_3_3,x_3_4,x_5_3
4	4	x_3_2,x_3_3,x_3_4,x_5_4
4	10	x_3_2,x_3_3,x_4_0,x_4_1
4	24	x_3_2,x_3_3,x_4_1,x_4_2
4	24	x_3_2,x_3_3,x_4_1,x_4_3
4	12	x_3_2,x_3_3,x_4_1,x_4_4
4	8	x_3_2,x_3_3,x_4_2,x_4_3
4	4	x_3_2,x_3_3,x_4_2,x_4_4
4	4	x_3_2,x_3_3,x_4_3,x_4_4
4	4	x_3_2,x_3_3,x_5_1,x_5_2
4	4	x_3_2,x_3_3,x_5_1,x_5_3
4	2	x_3_2,x_3_3,x_5_1,x_5_4
4	8	x_3_2,x_3_3,x_5_2,x_5_3
4	4	x_3_2,x_3_3,x_5_2,x_5_4
4	4	x_3_2,x_3_3,x_5_3,x_5_4
4	10	x_3_2,x_3_4,x_4_0,x_4_1
4	24	x_3_2,x_3_4,x_4_1,x_4_2
4	12	x_3_2,x_3_4,x_4_1,x_4_3
4	24	x_3_2,x_3_4,x_4_1,x_4_4
4	4	x_3_2,x_3_4,x_4_2,x_4_3
4	6	x_3_2,x_3_4,x_4_2,x_4_4
4	4	x_3_2,x_3_4,x_4_3,x_4_4
4	4	x_3_2,x_3_4,x_5_1,x_5_2
4	2	x_3_2,x_3_4,x_5_1,x_5_3
4	4	x_3_2,x_3_4,x_5_1,x_5_4
4	4	x_3_2,x_3_4,x_5_2,x_5_3
4	6	x_3_2,x_3_4,x_5_2,x_5_4
4	4	x_3_2,x_3_4,x_5_3,x_5_4
4	20	x_3_2,x_4_0,x_4_1,x_4_2
4	10	x_3_2,x_4_0,x_4_1,x_4_3
4	10	x_3_2,x_4_0,x_4_1,x_4_4
4	24	x_3_2,x_4_1,x_4_2,x_4_3
4	24	x_3_2,x_4_1,x_4_2,x_4_4
4	12	x_3_2,x_4_1,x_4_3,x_4_4
4	4	x_3_2,x_4_2,x_4_3,x_4_4
4	4	x_3_2,x_5_1,x_5_2,x_5_3
4	4	x_3_2,x_5_1,x_5_2,x_5_4
4	2	x_3_2,x_5_1,x_5_3,x_5_4
4	4	x_3_2,x_5_2,x_5_3,x_5_4
4	10	x_3_3,x_3_4,x_4_0,x_4_1
4	12	x_3_3,x_3_4,x_4_1,x_4_2
4	24	x_3_3,x_3_4,x_4_1,x_4_3
4	24	x_3_3,x_3_4,x_4_1,x_4_4
4	4	x_3_3,x_3_4,x_4_2,x_4_3
4	4	x_3_3,x_3_4,x_4_2,x_4_4
4	6	x_3_3,x_3_4,x_4_3,x_4_4
4	2	x_3_3,x_3_4,x_5_1,x_5_2
4	4	x_3_3,x_3_4,x_5_1,x_5_3
4	4	x_3_3,x_3_4,x_5_1,x_5_4
4	4	x_3_3,x_3_4,x_5_2,x_5_3
4	4	x_3_3,x_3_4,x_5_2,x_5_4
4	6	x_3_3,x_3_4,x_5_3,x_5_4
4	10	x_3_3,x_4_0,x_4_1,x_4_2
4	20	x_3_3,x_4_0,x_4_1,x_4_3
4	10	x_3_3,x_4_0,x_4_1,x_4_4
4	24	x_3_3,x_4_1,x_4_2,x_4_3
4	12	x_3_3,x_4_1,x_4_2,x_4_4
4	24	x_3_3,x_4_1,x_4_3,x_4_4
4	4	x_3_3,x_4_2,x_4_3,x_4_4
4	4	x_3_3,x_5_1,x_5_2,x_5_3
4	2	x_3_3,x_5_1,x_5_2,x_5_4
4	4	x_3_3,x_5_1,x_5_3,x_5_4
4	4	x_3_3,x_5_2,x_5_3,x_5_4
4	10	x_3_4,x_4_0,x_4_1,x_4_2
4	10	x_3_4,x_4_0,x_4_1,x_4_3
4	20	x_3_4,x_4_0,x_4_1,x_4_4
4	12	x_3_4,x_4_1,x_4_2,x_4_3
4	24	x_3_4,x_4_1,x_4_2,x_4_4
4	24	x_3_4,x_4_1,x_4_3,x_4_4
4	4	x_3_4,x_4_2,x_4_3,x_4_4
4	2	x_3_4,x_5_1,x_5_2,x_5_3
4	4	x_3_4,x_5_1,x_5_2,x_5_4
4	4	x_3_4,x_5_1,x_5_3,x_5_4
4	4	x_3_4,x_5_2,x_5_3,x_5_4
4	10	x_4_0,x_4_1,x_4_2,x_4_3
