node	length	depth	copy_number
1192	1	62	2.614285714
1193	1	0	0.45
1194	1	63	2.65
1195	1	63	2.65
1196	3	0	0.45
1197	3	64.5	2.703571429
1198	2	62	2.614285714
1199	2	0	0.45
1200	1	62	2.614285714
1201	3	62.33333333	2.626190476
1202	1	61	2.578571429
1203	1	61	2.578571429
1204	2	0	0.45
1205	1	61	2.578571429
1206	1	61	2.578571429
1207	1	0	0.45
1208	1	61	2.578571429
1209	4	0.5	0.45
1210	1	62	2.614285714
1211	1	0	0.45
1212	1	63	2.65
1213	1	0	0.45
1214	1	63	2.65
1215	8	0	0.45
1216	1	64	2.685714286
1217	2	63.5	2.667857143
1218	1	0	0.45
1219	1	63	2.65
1220	1	1	0.45
1221	1	0	0.45
1222	2	0	0.45
1223	1	1	0.45
1224	1	0	0.45
1225	2	0	0.45
1226	3	0	0.45
1227	2	0	0.45
1228	3	0	0.45
1229	3	0	0.45
1230	2	0	0.45
1231	1	0	0.45
1232	1	0	0.45
1233	1	0	0.45
1234	2	0	0.45
1235	2	0	0.45
1236	1	0	0.45
1237	1	0	0.45
1238	1	0	0.45
1239	1	0	0.45
1240	56	0	0.45
1241	5	0	0.45
1242	5	0	0.45
1243	1	0	0.45
1244	7	0	0.45
1245	7	0	0.45
1246	1	0	0.45
1247	3	0	0.45
1248	3	0	0.45
1249	7	0	0.45
1250	1	0	0.45
1251	1	0	0.45
1252	44	0	0.45
1253	3	0	0.45
1254	3	0	0.45
1255	1	0	0.45
1256	5	0	0.45
1257	5	0	0.45
1258	1	0	0.45
1259	4	0	0.45
1260	4	0	0.45
1261	1	0	0.45
1262	1	0	0.45
1263	1	0	0.45
1264	2	0	0.45
1265	2	0	0.45
1266	3	0	0.45
1267	1	0	0.45
1268	56	0	0.45
1269	1	0	0.45
1270	1	0	0.45
1271	6	0	0.45
1272	3	0	0.45
1273	4	0	0.45
1274	2	0	0.45
1275	1	0	0.45
1276	1	0	0.45
1277	1	0	0.45
1278	1	0	0.45
1279	1	0	0.45
1280	1	0	0.45
1281	3	0	0.45
1282	2	0	0.45
1283	59	0	0.45
1284	2	0	0.45
1285	3	0	0.45
1286	3	0	0.45
1287	2	0	0.45
1288	1	0	0.45
1289	2	0	0.45
1290	2	0	0.45
1291	1	0	0.45
1292	1	0	0.45
1293	1	0	0.45
1294	15	0	0.45
1295	1	0	0.45
1296	1	0	0.45
1297	19	0	0.45
1298	47	31.17021277	1.513221885
1299	1	32	1.542857143
1300	1	0	0.45
1301	150	16.14	0.9764285714
1302	1	44	1.971428571
1303	11	66	2.757142857
1304	1	149	5.721428571
1305	2	62	2.614285714
1306	1	150	5.757142857
1307	6	58.66666667	2.495238095
1308	1	151	5.792857143
1309	2	58.5	2.489285714
1310	1	150	5.757142857
1311	2	59	2.507142857
1312	1	149	5.721428571
1313	2	58	2.471428571
1314	1	147	5.65
1315	4	55.75	2.391071429
1316	1	141	5.435714286
1317	2	52	2.257142857
1318	1	138	5.328571429
1319	1	137	5.292857143
1320	1	51	2.221428571
1321	2	18	1.042857143
1322	2	0	0.45
1323	2	33	1.578571429
1324	1	139	5.364285714
1325	1	105	4.15
1326	1	34	1.614285714
1327	11	90.13636364	3.619155844
1328	8	66.125	2.761607143
1329	2	31	1.507142857
1330	1	67	2.792857143
1331	5	37	1.721428571
1332	5	32	1.542857143
1333	11	71.5	2.953571429
1334	2	0	0.45
1335	1	67	2.792857143
1336	1	66	2.757142857
1337	1	0	0.45
1338	1	66	2.757142857
1339	1	66	2.757142857
1340	1	66	2.757142857
1341	2	66	2.757142857
1342	2	0	0.45
1343	1	65	2.721428571
1344	1	65	2.721428571
1345	1	0	0.45
1346	1	65	2.721428571
1347	3	65	2.721428571
1348	3	0	0.45
1349	2	66	2.757142857
1350	1	66	2.757142857
1351	1	0	0.45
1352	2	65	2.721428571
1353	1	65	2.721428571
1354	2	65	2.721428571
1355	2	67	2.792857143
1356	3	0	0.45
1357	3	64	2.685714286
1358	1	0	0.45
1359	1	65	2.721428571
1360	1	66	2.757142857
1361	1	65	2.721428571
1362	53	71.32075472	2.947169811
1363	1	0	0.45
1364	6	69	2.864285714
1365	1	42	1.9
1366	1	26	1.328571429
1367	3	69	2.864285714
1368	3	0	0.45
1369	5	0	0.45
1370	168	27.38392857	1.377997449
1371	138	26.39492754	1.342675984
1372	4	17	1.007142857
1373	2	0	0.45
1374	2	16	0.9714285714
1375	1	16	0.9714285714
1376	2	16	0.9714285714
1377	2	0	0.45
1378	1	16	0.9714285714
1379	2	15	0.9357142857
1380	2	0	0.45
1381	1	15	0.9357142857
1382	2	15	0.9357142857
1383	2	0	0.45
1384	1	15	0.9357142857
1385	2	15	0.9357142857
1386	2	0	0.45
1387	1	15	0.9357142857
1388	2	14.5	0.9178571429
1389	2	0	0.45
1390	1	13	0.8642857143
1391	2	13	0.8642857143
1392	2	0	0.45
1393	1	14	0.9
1394	1	14	0.9
1395	1	0	0.45
1396	9	14	0.9
1397	2	48	2.114285714
1398	2	0	0.45
1399	2	48	2.114285714
1400	2	48	2.114285714
1401	2	0	0.45
1402	1	49	2.15
1403	2	49	2.15
1404	2	0	0.45
1405	1	48	2.114285714
1406	2	0	0.45
1407	2	49	2.15
1408	23	58.43478261	2.486956522
1409	8	113	4.435714286
1410	26	133.8653846	5.180906593
1411	2	7	0.65
1412	15	131	5.078571429
1413	1	0	0.45
1414	1	129	5.007142857
1415	1	130	5.042857143
1416	1	0	0.45
1417	1	130	5.042857143
1418	7	133	5.15
1419	1	132	5.114285714
1420	1	6	0.6142857143
1421	1	5	0.5785714286
1422	11	132.3636364	5.127272729
1423	1	140	5.4
1424	1	0	0.45
1425	1	140	5.4
1426	1	0	0.45
1427	1	141	5.435714286
1428	8	144.4375	5.558482143
1429	2	1	0.45
1430	1	141	5.435714286
1431	46	143.3478261	5.519565218
1432	1	30	1.471428571
1433	1	121	4.721428571
1434	131	135.610687	5.243238821
1435	22	61.77272727	2.606168831
1436	12	0	0.45
1437	5	0	0.45
1438	1	0	0.45
1439	1	0	0.45
1440	6	0	0.45
1441	6	0	0.45
1442	4	0	0.45
1443	15	0	0.45
1444	4	0	0.45
1445	1	0	0.45
1446	1	0	0.45
1447	4	0	0.45
1448	7	0	0.45
1449	7	0	0.45
1450	1	0	0.45
1451	4	0	0.45
1452	4	0	0.45
1453	1	0	0.45
1454	1	0	0.45
1455	1	0	0.45
1456	2	0	0.45
1457	1	0	0.45
1458	1	0	0.45
1459	1	0	0.45
1460	1	0	0.45
1461	1	0	0.45
1462	1	0	0.45
1463	1	0	0.45
1464	1	0	0.45
1465	1	0	0.45
1466	2	0	0.45
1467	2	0	0.45
1468	1	0	0.45
1469	1	0	0.45
1470	1	0	0.45
1471	1	0	0.45
1472	2	0	0.45
1473	2	0	0.45
1474	1	0	0.45
1475	3	0	0.45
1476	3	0	0.45
1477	27	0	0.45
1478	1	0	0.45
1479	4	0	0.45
1480	4	0	0.45
1481	4	0	0.45
1482	1	0	0.45
1483	2	0	0.45
1484	1	0	0.45
1485	1	0	0.45
1486	1	0	0.45
1487	3	0	0.45
1488	2	0	0.45
1489	1	0	0.45
1490	1	0	0.45
1491	2	0	0.45
1492	1	0	0.45
1493	5	0	0.45
1494	5	0	0.45
1495	1	0	0.45
1496	2	0	0.45
1497	2	0	0.45
1498	2	0	0.45
1499	2	0	0.45
1500	2	0	0.45
1501	1	0	0.45
1502	1	0	0.45
1503	3	0	0.45
1504	3	0	0.45
1505	3	0	0.45
1506	3	0	0.45
1507	1	0	0.45
1508	1	0	0.45
1509	19	0	0.45
1510	1	0	0.45
1511	2	0	0.45
1512	1	0	0.45
1513	3	0	0.45
1514	1	0	0.45
1515	3	0	0.45
1516	1	0	0.45
1517	5	0	0.45
1518	1	0	0.45
1519	1	0	0.45
1520	28	0	0.45
1521	1	0	0.45
1522	1	0	0.45
1523	1	0	0.45
1524	12	0	0.45
1525	5	0	0.45
1526	2	0	0.45
1527	2	0	0.45
1528	5	0	0.45
1529	1	0	0.45
1530	2	0	0.45
1531	7	0	0.45
1532	2	0	0.45
1533	1	0	0.45
1534	2	0	0.45
1535	2	0	0.45
1536	1	0	0.45
1537	29	0	0.45
1538	1	0	0.45
1539	1	0	0.45
1540	5	0	0.45
1541	1	0	0.45
1542	1	0	0.45
1543	4	0	0.45
1544	1	0	0.45
1545	2	0	0.45
1546	1	0	0.45
1547	1	0	0.45
1548	1	0	0.45
1549	1	0	0.45
1550	1	0	0.45
1551	1	0	0.45
1552	1	0	0.45
1553	3	0	0.45
1554	2	0	0.45
1555	1	0	0.45
1556	1	0	0.45
1557	2	0	0.45
1558	2	0	0.45
1559	2	0	0.45
1560	1	0	0.45
1561	3	0	0.45
1562	3	0	0.45
1563	42	0	0.45
1564	1	0	0.45
1565	1	0	0.45
1566	20	0	0.45
1567	32	0	0.45
1568	1	0	0.45
1569	1	0	0.45
1570	2	0	0.45
1571	2	0	0.45
1572	1	0	0.45
1573	8	0	0.45
1574	8	0	0.45
1575	1	0	0.45
1576	1	0	0.45
1577	1	0	0.45
1578	100	0	0.45
1579	67	0	0.45
1580	1	0	0.45
1581	1	0	0.45
1582	1	0	0.45
1583	2	0	0.45
1584	3	0	0.45
1585	1	0	0.45
1586	1	0	0.45
1587	2	0	0.45
1588	2	0	0.45
1589	2	0	0.45
1590	2	0	0.45
1591	1	0	0.45
1592	1	0	0.45
1593	9	0	0.45
1594	1	0	0.45
1595	1	0	0.45
1596	2	0	0.45
1597	4	0	0.45
1598	18	0	0.45
1599	25	0	0.45
1600	1	0	0.45
1601	1	0	0.45
1602	14	0	0.45
1603	3	0	0.45
1604	1	0	0.45
1605	1	0	0.45
1606	8	0	0.45
1607	9	0	0.45
1608	1	0	0.45
1609	2	0	0.45
1610	2	0	0.45
1611	1	0	0.45
1612	1	0	0.45
1613	1	0	0.45
1614	1	0	0.45
1615	1	0	0.45
1616	1	0	0.45
1617	1	0	0.45
1618	5	0	0.45
1619	5	0	0.45
1620	1	0	0.45
1621	1	0	0.45
1622	1	0	0.45
1623	2	0	0.45
1624	3	0	0.45
1625	5	0	0.45
1626	1	0	0.45
1627	4	0	0.45
1628	1	0	0.45
1629	3	0	0.45
1630	1	0	0.45
1631	4	0	0.45
1632	1	0	0.45
1633	7	0	0.45
1634	3	0	0.45
1635	142	0	0.45
1636	4	0	0.45
1637	1	0	0.45
1638	8	0	0.45
1639	8	0	0.45
1640	1	0	0.45
1641	2	0	0.45
1642	2	0	0.45
1643	1	0	0.45
1644	1	0	0.45
1645	3	0	0.45
1646	1	0	0.45
1647	3	0	0.45
1648	9	0	0.45
1649	1	0	0.45
1650	1	0	0.45
1651	5	0	0.45
1652	1	0	0.45
1653	1	0	0.45
1654	4	0	0.45
1655	1	0	0.45
1656	1	0	0.45
1657	1	0	0.45
1658	2	0	0.45
1659	2	0	0.45
1660	1	0	0.45
1661	1	0	0.45
1662	1	0	0.45
1663	1	0	0.45
1664	1	0	0.45
1665	2	0	0.45
1666	1	0	0.45
1667	1	0	0.45
1668	1	0	0.45
1669	1	0	0.45
1670	1	0	0.45
1671	1	0	0.45
1672	1	0	0.45
1673	2	0	0.45
1674	11	0	0.45
1675	2	0	0.45
1676	1	0	0.45
1677	1	0	0.45
1678	1	0	0.45
1679	3	0	0.45
1680	1	0	0.45
1681	1	0	0.45
1682	16	0	0.45
1683	1	0	0.45
1684	1	0	0.45
1685	80	2.38125	0.4850446429
1686	1	0	0.45
1687	1	11	0.7928571429
1688	21	11	0.7928571429
1689	5	0	0.45
1690	12	0	0.45
1691	3	0	0.45
1692	1	0	0.45
1693	155	0	0.45
1694	316	0	0.45
1695	5	0	0.45
1696	115	0	0.45
1697	2	0	0.45
1698	2	0	0.45
1699	1	0	0.45
1700	1	0	0.45
1701	1	0	0.45
1702	1	0	0.45
1703	1	0	0.45
1704	1	0	0.45
1705	13	0	0.45
1706	2	0	0.45
1707	2	0	0.45
1708	1	0	0.45
1709	2	0	0.45
1710	2	0	0.45
1711	28	0	0.45
1712	2	0	0.45
1713	2	0	0.45
1714	1	0	0.45
1715	14	0	0.45
1716	1	0	0.45
1717	2	0	0.45
1718	4	0	0.45
1719	2	0	0.45
1720	2	0	0.45
1721	1	0	0.45
1722	2	0	0.45
1723	2	0	0.45
1724	1	0	0.45
1725	1	0	0.45
1726	1	0	0.45
1727	1	0	0.45
1728	1	0	0.45
1729	2	0	0.45
1730	1	0	0.45
1731	1	0	0.45
1732	1	0	0.45
1733	1	0	0.45
1734	3	0	0.45
1735	1	0	0.45
1736	3	0	0.45
1737	1	0	0.45
1738	4	0	0.45
1739	4	0	0.45
1740	22	0	0.45
1741	2	28	1.4
1742	1	28	1.4
1743	1	0	0.45
1744	62	30.41935484	1.48640553
1745	31	0	0.45
1746	32	0	0.45
1747	37	0	0.45
1748	62	0	0.45
1749	1	0	0.45
1750	1	0	0.45
1751	1	0	0.45
1752	2	0	0.45
1753	62	0	0.45
1754	77	0	0.45
1755	3	0	0.45
1756	1	0	0.45
1757	2	0	0.45
1758	1	0	0.45
1759	2	0	0.45
1760	6	0	0.45
1761	6	0	0.45
1762	2	0	0.45
1763	3	0	0.45
1764	3	0	0.45
1765	1	0	0.45
1766	1	0	0.45
1767	1	0	0.45
1768	1	0	0.45
1769	3	0	0.45
1770	3	0	0.45
1771	1	0	0.45
1772	1	0	0.45
1773	1	0	0.45
1774	2	0	0.45
1775	3	0	0.45
1776	3	0	0.45
1777	15	0	0.45
1778	1	0	0.45
1779	1	0	0.45
1780	1	0	0.45
1781	1	0	0.45
1782	1	0	0.45
1783	1	0	0.45
1784	1	0	0.45
1785	1	0	0.45
1786	2	0	0.45
1787	2	0	0.45
1788	2	0	0.45
1789	1	0	0.45
1790	1	0	0.45
1791	1	0	0.45
1792	1	0	0.45
1793	1	0	0.45
1794	2	0	0.45
1795	1	0	0.45
1796	1	0	0.45
1797	2	0	0.45
1798	2	0	0.45
1799	1	0	0.45
1800	1	0	0.45
1801	30	0	0.45
1802	1	0	0.45
1803	1	0	0.45
1804	1	0	0.45
1805	2	0	0.45
1806	2	0	0.45
1807	1	0	0.45
1808	1	0	0.45
1809	1	0	0.45
1810	46	0	0.45
1811	38	0	0.45
1812	4	0	0.45
1813	1	0	0.45
1814	1	0	0.45
1815	5	0	0.45
1816	1	0	0.45
1817	1	0	0.45
1818	2	0	0.45
1819	1	0	0.45
1820	1	0	0.45
1821	1	0	0.45
1822	5	0	0.45
1823	5	0	0.45
1824	1	0	0.45
1825	1	0	0.45
1826	1	0	0.45
1827	28	0	0.45
1828	1	0	0.45
1829	1	0	0.45
1830	62	0	0.45
1831	1	0	0.45
1832	1	0	0.45
1833	19	0	0.45
1834	1	0	0.45
1835	1	0	0.45
1836	39	0	0.45
1837	1	0	0.45
1838	1	0	0.45
1839	3	0	0.45
1840	1	0	0.45
1841	1	0	0.45
1842	1	0	0.45
1843	28	0	0.45
1844	1	0	0.45
1845	1	0	0.45
1846	37	0	0.45
1847	16	0	0.45
1848	1	0	0.45
1849	1	0	0.45
1850	5	0	0.45
1851	1	0	0.45
1852	1	0	0.45
1853	25	0	0.45
1854	1	0	0.45
1855	1	0	0.45
1856	22	0	0.45
1857	309	0	0.45
1858	1	37	1.721428571
1859	2	37	1.721428571
1860	7	0	0.45
1861	1	0	0.45
1862	1	0	0.45
1863	1	1	0.45
1864	1	37	1.721428571
1865	2	0	0.45
1866	1	0	0.45
1867	3	37	1.721428571
1868	20	0	0.45
1869	1	0	0.45
1870	2	35.75	1.676785714
1871	2	37	1.721428571
1872	6	37.16666667	1.727380952
1873	3	0	0.45
1874	24	0	0.45
1875	3	1	0.45
1876	3	38	1.757142857
1877	1	2	0.4714285714
1878	1	2	0.4714285714
1879	1	2	0.4714285714
1880	1	0	0.45
1881	2	2	0.4714285714
1882	1	2	0.4714285714
1883	9	39.88888889	1.824603175
1884	20	29.725	1.461607143
1885	1	31	1.507142857
1886	2	0	0.45
1887	1	0	0.45
1888	17	33	1.578571429
1889	5	43.4	1.95
1890	40	54.2125	2.336160714
1891	1	0	0.45
1892	2	51	2.221428571
1893	3	51.33333333	2.233333333
1894	3	0	0.45
1895	1	52	2.257142857
1896	5	52.3	2.267857143
1897	5	0	0.45
1898	1	53	2.292857143
1899	2	53	2.292857143
1900	2	0	0.45
1901	1	52	2.257142857
1902	2	52	2.257142857
1903	2	0	0.45
1904	1	52	2.257142857
1905	1	52	2.257142857
1906	1	0	0.45
1907	38	54.39473684	2.342669173
1908	1	13	0.8642857143
1909	1	37	1.721428571
1910	23	50.02173913	2.186490683
1911	3	0	0.45
1912	3	49.5	2.167857143
1913	1	49	2.15
1914	2	0	0.45
1915	2	48.25	2.123214286
1916	3	48	2.114285714
1917	2	0	0.45
1918	42	0	0.45
1919	2	48	2.114285714
1920	1	49	2.15
1921	1	0	0.45
1922	1	48	2.114285714
1923	2	46.75	2.069642857
1924	1	46	2.042857143
1925	1	0	0.45
1926	1	47	2.078571429
1927	1	47	2.078571429
1928	1	44	1.971428571
1929	1	44	1.971428571
1930	12	12	0.8285714286
1931	1	0	0.45
1932	1	12	0.8285714286
1933	48	5.0625	0.5808035714
1934	212	0.08962264151	0.45
1935	18	0	0.45
1936	1019	0	0.45
1937	151	0	0.45
1938	16	34.65625	1.637723214
1939	20	0	0.45
1940	27	39.44444444	1.808730159
1941	1	40	1.828571429
1942	1	0	0.45
1943	48	37.26041667	1.730729167
1944	1	0	0.45
1945	1	34	1.614285714
1946	3	0	0.45
1947	3	34	1.614285714
1948	1	33	1.578571429
1949	2	0	0.45
1950	2	32	1.542857143
1951	2	32	1.542857143
1952	1	0	0.45
1953	1	31	1.507142857
1954	2	31.75	1.533928571
1955	5	0	0.45
1956	5	30.3	1.482142857
1957	1	30	1.471428571
1958	1	0	0.45
1959	10	31.5	1.525
1960	1	31	1.507142857
1961	3	0	0.45
1962	1	31	1.507142857
1963	1	29	1.435714286
1964	1	0	0.45
1965	1	30	1.471428571
1966	2	0	0.45
1967	2	30	1.471428571
1968	2	30	1.471428571
1969	1	0	0.45
1970	1	29	1.435714286
1971	1	29	1.435714286
1972	1	0	0.45
1973	1	29	1.435714286
1974	2	28	1.4
1975	2	0	0.45
1976	1	28	1.4
1977	2	27	1.364285714
1978	2	0	0.45
1979	1	27	1.364285714
1980	1	27	1.364285714
1981	1	0	0.45
1982	1	26	1.328571429
1983	2	26	1.328571429
1984	1	0	0.45
1985	2	26	1.328571429
1986	1	26	1.328571429
1987	2	0	0.45
1988	1	26	1.328571429
1989	1	27	1.364285714
1990	1	0	0.45
1991	3	27	1.364285714
1992	3	27	1.364285714
1993	3	0	0.45
1994	2	27	1.364285714
1995	1	27	1.364285714
1996	1	0	0.45
1997	1	28	1.4
1998	4	28	1.4
1999	1	0	0.45
2000	1	27	1.364285714
2001	1	27	1.364285714
2002	1	0	0.45
2003	2	27	1.364285714
2004	2	28	1.4
2005	1	28	1.4
2006	1	28	1.4
2007	1	0	0.45
2008	2	29	1.435714286
2009	1	29	1.435714286
2010	1	0	0.45
2011	2	28	1.4
2012	1	26	1.328571429
2013	1	0	0.45
2014	1	27	1.364285714
2015	2	0	0.45
2016	1	27	1.364285714
2017	2	27	1.364285714
2018	2	26	1.328571429
2019	3	0	0.45
2020	3	26.5	1.346428571
2021	1	26	1.328571429
2022	1	0	0.45
2023	1	26	1.328571429
2024	1	26	1.328571429
2025	1	0	0.45
2026	2	26	1.328571429
2027	1	0	0.45
2028	1	26	1.328571429
2029	1	26	1.328571429
2030	1	0	0.45
2031	2	27	1.364285714
2032	2	0	0.45
2033	1	27	1.364285714
2034	1	28	1.4
2035	1	0	0.45
2036	1	28	1.4
2037	2	27.5	1.382142857
2038	2	0	0.45
2039	1	27	1.364285714
2040	1	27	1.364285714
2041	2	0	0.45
2042	30	25.38333333	1.306547619
2043	3	25	1.292857143
2044	3	0	0.45
2045	1	25	1.292857143
2046	1	25	1.292857143
2047	1	0	0.45
2048	1	25	1.292857143
2049	7	25	1.292857143
2050	7	0	0.45
2051	1	25	1.292857143
2052	1	25	1.292857143
2053	1	0	0.45
2054	1	25	1.292857143
2055	5	26	1.328571429
2056	5	0	0.45
2057	3	26	1.328571429
2058	2	26	1.328571429
2059	2	0	0.45
2060	2	26	1.328571429
2061	4	26	1.328571429
2062	4	0	0.45
2063	23	28.34782609	1.41242236
2064	1	27	1.364285714
2065	1	0	0.45
2066	19	27.60526316	1.385902256
2067	1	29	1.435714286
2068	1	0	0.45
2069	12	30.75	1.498214286
2070	1	31	1.507142857
2071	1	0	0.45
2072	62	29.76612903	1.463076037
2073	1	31	1.507142857
2074	1	0	0.45
2075	4	30.625	1.49375
2076	2	30	1.471428571
2077	2	30.5	1.489285714
2078	1	31	1.507142857
2079	2	29.5	1.453571429
2080	3	28.33333333	1.411904762
2081	3	0	0.45
2082	1	28	1.4
2083	2	29	1.435714286
2084	2	0	0.45
2085	1	29	1.435714286
2086	1	29	1.435714286
2087	1	0	0.45
2088	1	27	1.364285714
2089	1	27	1.364285714
2090	1	0	0.45
2091	1	28	1.4
2092	3	0	0.45
2093	26	28.63461538	1.422664835
2094	1	0	0.45
2095	1	27	1.364285714
2096	1	27	1.364285714
2097	1	0	0.45
2098	1	28	1.4
2099	3	28	1.4
2100	3	0	0.45
2101	53	28.08490566	1.403032345
2102	2	29	1.435714286
2103	1	1	0.45
2104	1	1	0.45
2105	1	29	1.435714286
2106	2	29	1.435714286
2107	525	0	0.45
2108	1	29	1.435714286
2109	2	0	0.45
2110	2	29	1.435714286
2111	1	27	1.364285714
2112	1	0	0.45
2113	30	26.36666667	1.341666667
2114	1	22	1.185714286
2115	1	0	0.45
2116	21	23.85714286	1.252040816
2117	1	0	0.45
2118	3	22	1.185714286
2119	1	22	1.185714286
2120	1	24	1.257142857
2121	2	24	1.257142857
2122	2	0	0.45
2123	2	24	1.257142857
2124	1	24	1.257142857
2125	1	0	0.45
2126	2	24	1.257142857
2127	2	24	1.257142857
2128	2	0	0.45
2129	1	25	1.292857143
2130	2	0	0.45
2131	1	25	1.292857143
2132	2	3	0.5071428571
2133	2	2	0.4714285714
2134	2	23	1.221428571
2135	1	23	1.221428571
2136	1	0	0.45
2137	1	23	1.221428571
2138	1	23	1.221428571
2139	1	0	0.45
2140	3	23	1.221428571
2141	2	23	1.221428571
2142	2	0	0.45
2143	1	23	1.221428571
2144	3	0	0.45
2145	3	0	0.45
2146	1	23	1.221428571
2147	4	0	0.45
2148	3	24	1.257142857
2149	2	24	1.257142857
2150	1	0	0.45
2151	1	24	1.257142857
2152	1	23	1.221428571
2153	1	0	0.45
2154	1	23	1.221428571
2155	1	0	0.45
2156	3	23	1.221428571
2157	1	23	1.221428571
2158	2	0	0.45
2159	10	23.45	1.2375
2160	1	0	0.45
2161	2	0	0.45
2162	1	23	1.221428571
2163	1	23	1.221428571
2164	2	22.5	1.203571429
2165	2	0	0.45
2166	1	22	1.185714286
2167	1	22	1.185714286
2168	1	0	0.45
2169	1	22	1.185714286
2170	1	21	1.15
2171	1	0	0.45
2172	1	20	1.114285714
2173	16	19.65625	1.102008929
2174	16	0	0.45
2175	1	19	1.078571429
2176	2	19	1.078571429
2177	2	0	0.45
2178	41	21.52439024	1.168728223
2179	2	1	0.45
2180	2	0	0.45
2181	1	16	0.9714285714
2182	2	0	0.45
2183	2	0	0.45
2184	53	15.03773585	0.9370619946
2185	1	15	0.9357142857
2186	1	0	0.45
2187	21	16.85714286	1.002040816
2188	1	15	0.9357142857
2189	1	0	0.45
2190	155	15.93225806	0.9690092164
2191	1	19	1.078571429
2192	1	0	0.45
2193	40	16.1625	0.9772321429
2194	1	14	0.9
2195	1	0	0.45
2196	3	14	0.9
2197	1	14	0.9
2198	1	0	0.45
2199	2	14	0.9
2200	1	0	0.45
2201	36	14	0.9
2202	8	4	0.5428571429
2203	8	0	0.45
2204	2	3	0.5071428571
2205	1	2	0.4714285714
2206	1	0	0.45
2207	2	2	0.4714285714
2208	3	2	0.4714285714
2209	3	0	0.45
2210	1	1	0.45
